Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2025-12-01,2025/12/01,2025 December,Tuberculosis,肺结核,52826,228,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D025,Tuberculosis,肺结核
2025-12-01,2025/12/01,2025 December,Typhoid and Paratyphoid fever,伤寒和副伤寒,349,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2025-12-01,2025/12/01,2025 December,Meningococcal Meningitis,流行性脑脊髓膜炎,29,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2025-12-01,2025/12/01,2025 December,Pertussis,百日咳,1313,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D028,Pertussis,百日咳
2025-12-01,2025/12/01,2025 December,Diphtheria,白喉,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D029,Diphtheria,白喉
2025-12-01,2025/12/01,2025 December,Neonatal Tetanus,新生儿破伤风,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D030,Neonatal Tetanus,新生儿破伤风
2025-12-01,2025/12/01,2025 December,Scarlet fever,猩红热,3058,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D031,Scarlet fever,猩红热
2025-12-01,2025/12/01,2025 December,Brucellosis,布鲁氏菌病,3420,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D032,Brucellosis,布鲁氏菌病
2025-12-01,2025/12/01,2025 December,Gonorrhea,淋病,10547,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D033,Gonorrhea,淋病
2025-12-01,2025/12/01,2025 December,Syphilis,梅毒,52197,3,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D034,Syphilis,梅毒
2025-12-01,2025/12/01,2025 December,Leptospirosis,钩端螺旋体病,20,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D035,Leptospirosis,钩端螺旋体病
2025-12-01,2025/12/01,2025 December,Schistosomiasis,血吸虫病,3,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D036,Schistosomiasis,血吸虫病
2025-12-01,2025/12/01,2025 December,Malaria,疟疾,393,2,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D037,Malaria,疟疾
2025-12-01,2025/12/01,2025 December,Influenza,流行性感冒,6727614,14,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D038,Influenza,流行性感冒
2025-12-01,2025/12/01,2025 December,Mumps,流行性腮腺炎,6471,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D039,Mumps,流行性腮腺炎
2025-12-01,2025/12/01,2025 December,Rubella,风疹,38,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D040,Rubella,风疹
2025-12-01,2025/12/01,2025 December,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,1560,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2025-12-01,2025/12/01,2025 December,Leprosy,麻风病,15,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D042,Leprosy,麻风病
2025-12-01,2025/12/01,2025 December,Typhus,流行性和地方性斑疹伤寒,65,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D043,Typhus,流行性和地方性斑疹伤寒
2025-12-01,2025/12/01,2025 December,Kala-azar,黑热病,31,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D044,Kala-azar,黑热病
2025-12-01,2025/12/01,2025 December,Echinococcosis,包虫病,373,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D045,Echinococcosis,包虫病
2025-12-01,2025/12/01,2025 December,Filariasis,丝虫病,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D046,Filariasis,丝虫病
2025-12-01,2025/12/01,2025 December,Hand-Foot-Mouth Disease,手足口病,106825,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D048,Hand-Foot-Mouth Disease,手足口病
2025-12-01,2025/12/01,2025 December,Infectious Diarrhea,其他感染性腹泻病,118529,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_2009510384572469248.html,National Disease Control and Prevention Administration,D047,Infectious Diarrhea,其他感染性腹泻病
