Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2025-06-01,2025/06/01,2025 June,Japanese Encephalitis,流行性乙型脑炎,1,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D020,Japanese Encephalitis,流行性乙型脑炎
2025-06-01,2025/06/01,2025 June,Dengue,登革热,225,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D021,Dengue,登革热
2025-06-01,2025/06/01,2025 June,Anthrax,炭疽,32,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D023,Anthrax,炭疽
2025-06-01,2025/06/01,2025 June,Dysentery,细菌性和阿米巴性痢疾,3670,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D024,Dysentery,细菌性和阿米巴性痢疾
2025-06-01,2025/06/01,2025 June,Tuberculosis,肺结核,53180,296,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D025,Tuberculosis,肺结核
2025-06-01,2025/06/01,2025 June,Typhoid and Paratyphoid fever,伤寒和副伤寒,564,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2025-06-01,2025/06/01,2025 June,Meningococcal Meningitis,流行性脑脊髓膜炎,7,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2025-06-01,2025/06/01,2025 June,Pertussis,百日咳,3590,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D028,Pertussis,百日咳
2025-06-01,2025/06/01,2025 June,Diphtheria,白喉,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D029,Diphtheria,白喉
2025-06-01,2025/06/01,2025 June,Neonatal Tetanus,新生儿破伤风,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D030,Neonatal Tetanus,新生儿破伤风
2025-06-01,2025/06/01,2025 June,Scarlet fever,猩红热,8718,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D031,Scarlet fever,猩红热
2025-06-01,2025/06/01,2025 June,Brucellosis,布鲁氏菌病,7187,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D032,Brucellosis,布鲁氏菌病
2025-06-01,2025/06/01,2025 June,Gonorrhea,淋病,10011,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D033,Gonorrhea,淋病
2025-06-01,2025/06/01,2025 June,Syphilis,梅毒,52760,7,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D034,Syphilis,梅毒
2025-06-01,2025/06/01,2025 June,Leptospirosis,钩端螺旋体病,18,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D035,Leptospirosis,钩端螺旋体病
2025-06-01,2025/06/01,2025 June,Schistosomiasis,血吸虫病,1,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D036,Schistosomiasis,血吸虫病
2025-06-01,2025/06/01,2025 June,Malaria,疟疾,437,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D037,Malaria,疟疾
2025-06-01,2025/06/01,2025 June,H7N9,人感染H7N9禽流感,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D015,H7N9,人感染H7N9禽流感
2025-06-01,2025/06/01,2025 June,COVID-19,新型冠状病毒感染,333229,8,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D004,COVID-19,新型冠状病毒感染
2025-06-01,2025/06/01,2025 June,Monkeypox,猴痘,102,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D065,Monkeypox,猴痘
2025-06-01,2025/06/01,2025 June,Influenza,流行性感冒,92292,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D038,Influenza,流行性感冒
2025-06-01,2025/06/01,2025 June,Mumps,流行性腮腺炎,9406,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D039,Mumps,流行性腮腺炎
2025-06-01,2025/06/01,2025 June,Rubella,风疹,53,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D040,Rubella,风疹
2025-06-01,2025/06/01,2025 June,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,2819,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2025-06-01,2025/06/01,2025 June,Leprosy,麻风病,22,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D042,Leprosy,麻风病
2025-06-01,2025/06/01,2025 June,Typhus,流行性和地方性斑疹伤寒,135,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D043,Typhus,流行性和地方性斑疹伤寒
2025-06-01,2025/06/01,2025 June,Kala-azar,黑热病,23,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D044,Kala-azar,黑热病
2025-06-01,2025/06/01,2025 June,Echinococcosis,包虫病,285,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D045,Echinococcosis,包虫病
2025-06-01,2025/06/01,2025 June,Filariasis,丝虫病,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D046,Filariasis,丝虫病
2025-06-01,2025/06/01,2025 June,Infectious Diarrhea,其他感染性腹泻病,154704,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D047,Infectious Diarrhea,其他感染性腹泻病
2025-06-01,2025/06/01,2025 June,Hand-Foot-Mouth Disease,手足口病,150557,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html,National Disease Control and Prevention Administration,D048,Hand-Foot-Mouth Disease,手足口病
