Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2022-09-01,2022/09/01,2022 September,Cholera,霍乱,4.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D002,Cholera,霍乱
2022-09-01,2022/09/01,2022 September,H5N1,人感染高致病性禽流感,1.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D014,H5N1,人感染高致病性禽流感
2022-09-01,2022/09/01,2022 September,Measles,麻疹,78.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D017,Measles,麻疹
2022-09-01,2022/09/01,2022 September,Hemorrhagic Fever,流行性出血热,205.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2022-09-01,2022/09/01,2022 September,Rabies,狂犬病,14.0,8.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D019,Rabies,狂犬病
2022-09-01,2022/09/01,2022 September,Japanese Encephalitis,流行性乙型脑炎,53.0,1.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2022-09-01,2022/09/01,2022 September,Dengue,登革热,28.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D021,Dengue,登革热
2022-09-01,2022/09/01,2022 September,Anthrax,炭疽,42.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D023,Anthrax,炭疽
2022-09-01,2022/09/01,2022 September,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2022-09-01,2022/09/01,2022 September,Tuberculosis,肺结核,,347.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D025,Tuberculosis,肺结核
2022-09-01,2022/09/01,2022 September,Typhoid and Paratyphoid fever,伤寒和副伤寒,631.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2022-09-01,2022/09/01,2022 September,Meningococcal Meningitis,流行性脑脊髓膜炎,2.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2022-09-01,2022/09/01,2022 September,Pertussis,百日咳,,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D028,Pertussis,百日咳
2022-09-01,2022/09/01,2022 September,Diphtheria,白喉,0.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D029,Diphtheria,白喉
2022-09-01,2022/09/01,2022 September,Neonatal Tetanus,新生儿破伤风,4.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2022-09-01,2022/09/01,2022 September,Scarlet fever,猩红热,,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D031,Scarlet fever,猩红热
2022-09-01,2022/09/01,2022 September,Brucellosis,布鲁氏菌病,,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D032,Brucellosis,布鲁氏菌病
2022-09-01,2022/09/01,2022 September,Gonorrhea,淋病,,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D033,Gonorrhea,淋病
2022-09-01,2022/09/01,2022 September,Syphilis,梅毒,,9.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D034,Syphilis,梅毒
2022-09-01,2022/09/01,2022 September,Leptospirosis,钩端螺旋体病,43.0,2.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D035,Leptospirosis,钩端螺旋体病
2022-09-01,2022/09/01,2022 September,Schistosomiasis,血吸虫病,8.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D036,Schistosomiasis,血吸虫病
2022-09-01,2022/09/01,2022 September,Malaria,疟疾,96.0,2.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D037,Malaria,疟疾
2022-09-01,2022/09/01,2022 September,H7N9,人感染H7N9禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D015,H7N9,人感染H7N9禽流感
2022-09-01,2022/09/01,2022 September,COVID-19,新型冠状病毒感染,,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D004,COVID-19,新型冠状病毒感染
2022-09-01,2022/09/01,2022 September,Influenza,流行性感冒,,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D038,Influenza,流行性感冒
2022-09-01,2022/09/01,2022 September,Mumps,流行性腮腺炎,,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D039,Mumps,流行性腮腺炎
2022-09-01,2022/09/01,2022 September,Rubella,风疹,98.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D040,Rubella,风疹
2022-09-01,2022/09/01,2022 September,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2022-09-01,2022/09/01,2022 September,Leprosy,麻风病,24.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D042,Leprosy,麻风病
2022-09-01,2022/09/01,2022 September,Typhus,流行性和地方性斑疹伤寒,174.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D043,Typhus,流行性和地方性斑疹伤寒
2022-09-01,2022/09/01,2022 September,Kala-azar,黑热病,19.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D044,Kala-azar,黑热病
2022-09-01,2022/09/01,2022 September,Echinococcosis,包虫病,140.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D045,Echinococcosis,包虫病
2022-09-01,2022/09/01,2022 September,Filariasis,丝虫病,0.0,0.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D046,Filariasis,丝虫病
2022-09-01,2022/09/01,2022 September,Infectious Diarrhea,其他感染性腹泻病,,2.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D047,Infectious Diarrhea,其他感染性腹泻病
2022-09-01,2022/09/01,2022 September,Hand-Foot-Mouth Disease,手足口病,,1.0,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D048,Hand-Foot-Mouth Disease,手足口病
2022-09-01,2022/09/01,2022 September,Total,甲乙丙类传染病总计,,,-10,-10,全国,China,100000,pmid:36751374; pmc:PMC9897963; doi:10.46234/ccdcw2022.214,https://pmc.ncbi.nlm.nih.gov/articles/PMC9897963/,PubMed,D999,Total,甲乙丙类传染病总计
