Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2025-10-01,2025/10/01,2025 October,Hemorrhagic Fever,流行性出血热,233,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D018,Hemorrhagic Fever,流行性出血热
2025-10-01,2025/10/01,2025 October,Rabies,狂犬病,22,22,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D019,Rabies,狂犬病
2025-10-01,2025/10/01,2025 October,Japanese Encephalitis,流行性乙型脑炎,21,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D020,Japanese Encephalitis,流行性乙型脑炎
2025-10-01,2025/10/01,2025 October,Dengue,登革热,3727,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D021,Dengue,登革热
2025-10-01,2025/10/01,2025 October,Monkeypox,猴痘,71,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D065,Monkeypox,猴痘
2025-10-01,2025/10/01,2025 October,Anthrax,炭疽,34,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D023,Anthrax,炭疽
2025-10-01,2025/10/01,2025 October,Dysentery,细菌性和阿米巴性痢疾,2501,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D024,Dysentery,细菌性和阿米巴性痢疾
2025-10-01,2025/10/01,2025 October,Tuberculosis,肺结核,50265,240,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D025,Tuberculosis,肺结核
2025-10-01,2025/10/01,2025 October,Typhoid and Paratyphoid fever,伤寒和副伤寒,511,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2025-10-01,2025/10/01,2025 October,Meningococcal Meningitis,流行性脑脊髓膜炎,9,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2025-10-01,2025/10/01,2025 October,Pertussis,百日咳,893,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D028,Pertussis,百日咳
2025-10-01,2025/10/01,2025 October,Diphtheria,白喉,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D029,Diphtheria,白喉
2025-10-01,2025/10/01,2025 October,Neonatal Tetanus,新生儿破伤风,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D030,Neonatal Tetanus,新生儿破伤风
2025-10-01,2025/10/01,2025 October,Scarlet fever,猩红热,2073,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D031,Scarlet fever,猩红热
2025-10-01,2025/10/01,2025 October,Brucellosis,布鲁氏菌病,3298,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D032,Brucellosis,布鲁氏菌病
2025-10-01,2025/10/01,2025 October,Gonorrhea,淋病,10003,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D033,Gonorrhea,淋病
2025-10-01,2025/10/01,2025 October,Syphilis,梅毒,50354,7,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D034,Syphilis,梅毒
2025-10-01,2025/10/01,2025 October,Leptospirosis,钩端螺旋体病,169,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D035,Leptospirosis,钩端螺旋体病
2025-10-01,2025/10/01,2025 October,Schistosomiasis,血吸虫病,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D036,Schistosomiasis,血吸虫病
2025-10-01,2025/10/01,2025 October,Malaria,疟疾,331,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D037,Malaria,疟疾
2025-10-01,2025/10/01,2025 October,Influenza,流行性感冒,427083,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D038,Influenza,流行性感冒
2025-10-01,2025/10/01,2025 October,Mumps,流行性腮腺炎,7093,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D039,Mumps,流行性腮腺炎
2025-10-01,2025/10/01,2025 October,Rubella,风疹,53,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D040,Rubella,风疹
2025-10-01,2025/10/01,2025 October,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,1790,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2025-10-01,2025/10/01,2025 October,Leprosy,麻风病,14,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D042,Leprosy,麻风病
2025-10-01,2025/10/01,2025 October,Typhus,流行性和地方性斑疹伤寒,165,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D043,Typhus,流行性和地方性斑疹伤寒
2025-10-01,2025/10/01,2025 October,Kala-azar,黑热病,25,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D044,Kala-azar,黑热病
2025-10-01,2025/10/01,2025 October,Echinococcosis,包虫病,242,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D045,Echinococcosis,包虫病
2025-10-01,2025/10/01,2025 October,Filariasis,丝虫病,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D046,Filariasis,丝虫病
2025-10-01,2025/10/01,2025 October,Hand-Foot-Mouth Disease,手足口病,378738,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D048,Hand-Foot-Mouth Disease,手足口病
2025-10-01,2025/10/01,2025 October,Infectious Diarrhea,其他感染性腹泻病,112656,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1986247921412509696.html,National Disease Control and Prevention Administration,D047,Infectious Diarrhea,其他感染性腹泻病
