Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2020-07-01,2020/07/01,2020 July,Cholera,霍乱,3.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D002,Cholera,霍乱
2020-07-01,2020/07/01,2020 July,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D014,H5N1,人感染高致病性禽流感
2020-07-01,2020/07/01,2020 July,Measles,麻疹,111.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D017,Measles,麻疹
2020-07-01,2020/07/01,2020 July,Hemorrhagic Fever,流行性出血热,503.0,4.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2020-07-01,2020/07/01,2020 July,Rabies,狂犬病,22.0,11.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D019,Rabies,狂犬病
2020-07-01,2020/07/01,2020 July,Japanese Encephalitis,流行性乙型脑炎,30.0,1.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2020-07-01,2020/07/01,2020 July,Dengue,登革热,23.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D021,Dengue,登革热
2020-07-01,2020/07/01,2020 July,Anthrax,炭疽,17.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D023,Anthrax,炭疽
2020-07-01,2020/07/01,2020 July,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2020-07-01,2020/07/01,2020 July,Tuberculosis,肺结核,,146.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D025,Tuberculosis,肺结核
2020-07-01,2020/07/01,2020 July,Typhoid and Paratyphoid fever,伤寒和副伤寒,863.0,1.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2020-07-01,2020/07/01,2020 July,Meningococcal Meningitis,流行性脑脊髓膜炎,4.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2020-07-01,2020/07/01,2020 July,Pertussis,百日咳,131.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D028,Pertussis,百日咳
2020-07-01,2020/07/01,2020 July,Diphtheria,白喉,0.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D029,Diphtheria,白喉
2020-07-01,2020/07/01,2020 July,Neonatal Tetanus,新生儿破伤风,5.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2020-07-01,2020/07/01,2020 July,Scarlet fever,猩红热,789.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D031,Scarlet fever,猩红热
2020-07-01,2020/07/01,2020 July,Brucellosis,布鲁氏菌病,,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D032,Brucellosis,布鲁氏菌病
2020-07-01,2020/07/01,2020 July,Gonorrhea,淋病,,1.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D033,Gonorrhea,淋病
2020-07-01,2020/07/01,2020 July,Syphilis,梅毒,,6.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D034,Syphilis,梅毒
2020-07-01,2020/07/01,2020 July,Leptospirosis,钩端螺旋体病,23.0,1.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D035,Leptospirosis,钩端螺旋体病
2020-07-01,2020/07/01,2020 July,Schistosomiasis,血吸虫病,4.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D036,Schistosomiasis,血吸虫病
2020-07-01,2020/07/01,2020 July,Malaria,疟疾,54.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D037,Malaria,疟疾
2020-07-01,2020/07/01,2020 July,H7N9,人感染H7N9禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D015,H7N9,人感染H7N9禽流感
2020-07-01,2020/07/01,2020 July,COVID-19,新型冠状病毒感染,803.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D004,COVID-19,新型冠状病毒感染
2020-07-01,2020/07/01,2020 July,Influenza,流行性感冒,,1.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D038,Influenza,流行性感冒
2020-07-01,2020/07/01,2020 July,Mumps,流行性腮腺炎,,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D039,Mumps,流行性腮腺炎
2020-07-01,2020/07/01,2020 July,Rubella,风疹,82.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D040,Rubella,风疹
2020-07-01,2020/07/01,2020 July,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2020-07-01,2020/07/01,2020 July,Leprosy,麻风病,59.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D042,Leprosy,麻风病
2020-07-01,2020/07/01,2020 July,Typhus,流行性和地方性斑疹伤寒,127.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D043,Typhus,流行性和地方性斑疹伤寒
2020-07-01,2020/07/01,2020 July,Kala-azar,黑热病,22.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D044,Kala-azar,黑热病
2020-07-01,2020/07/01,2020 July,Echinococcosis,包虫病,397.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D045,Echinococcosis,包虫病
2020-07-01,2020/07/01,2020 July,Filariasis,丝虫病,0.0,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D046,Filariasis,丝虫病
2020-07-01,2020/07/01,2020 July,Infectious Diarrhea,其他感染性腹泻病,,2.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D047,Infectious Diarrhea,其他感染性腹泻病
2020-07-01,2020/07/01,2020 July,Hand-Foot-Mouth Disease,手足口病,,0.0,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D048,Hand-Foot-Mouth Disease,手足口病
2020-07-01,2020/07/01,2020 July,Total,甲乙丙类传染病总计,,,-10,-10,全国,China,100000,pmid:34594740; pmc:PMC8393000; doi:10.46234/ccdcw2020.190,https://pmc.ncbi.nlm.nih.gov/articles/PMC8393000/,PubMed,D999,Total,甲乙丙类传染病总计
