Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2023-06-01,2023/06/01,2023 June,Cholera,霍乱,3.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D002,Cholera,霍乱
2023-06-01,2023/06/01,2023 June,H7N9,人感染H7N9禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D015,H7N9,人感染H7N9禽流感
2023-06-01,2023/06/01,2023 June,Influenza,流行性感冒,,1.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D038,Influenza,流行性感冒
2023-06-01,2023/06/01,2023 June,Mumps,流行性腮腺炎,,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D039,Mumps,流行性腮腺炎
2023-06-01,2023/06/01,2023 June,Rubella,风疹,110.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D040,Rubella,风疹
2023-06-01,2023/06/01,2023 June,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2023-06-01,2023/06/01,2023 June,Leprosy,麻风病,24.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D042,Leprosy,麻风病
2023-06-01,2023/06/01,2023 June,Typhus,流行性和地方性斑疹伤寒,131.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D043,Typhus,流行性和地方性斑疹伤寒
2023-06-01,2023/06/01,2023 June,Kala-azar,黑热病,25.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D044,Kala-azar,黑热病
2023-06-01,2023/06/01,2023 June,Echinococcosis,包虫病,252.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D045,Echinococcosis,包虫病
2023-06-01,2023/06/01,2023 June,Filariasis,丝虫病,0.0,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D046,Filariasis,丝虫病
2023-06-01,2023/06/01,2023 June,Infectious Diarrhea,其他感染性腹泻病,,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D047,Infectious Diarrhea,其他感染性腹泻病
2023-06-01,2023/06/01,2023 June,Hand-Foot-Mouth Disease,手足口病,,0.0,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D048,Hand-Foot-Mouth Disease,手足口病
2023-06-01,2023/06/01,2023 June,Total,甲乙丙类传染病总计,,,-10,-10,全国,China,100000,pmid:37886616; pmc:PMC10598479; doi:10.46234/ccdcw2023.130,https://pmc.ncbi.nlm.nih.gov/articles/PMC10598479/,PubMed,D999,Total,甲乙丙类传染病总计
