Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2025-05-01,2025/05/01,2025 May,Gonorrhea,淋病,9533,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D033,Gonorrhea,淋病
2025-05-01,2025/05/01,2025 May,Syphilis,梅毒,54898,6,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D034,Syphilis,梅毒
2025-05-01,2025/05/01,2025 May,Leptospirosis,钩端螺旋体病,12,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D035,Leptospirosis,钩端螺旋体病
2025-05-01,2025/05/01,2025 May,Schistosomiasis,血吸虫病,1,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D036,Schistosomiasis,血吸虫病
2025-05-01,2025/05/01,2025 May,Malaria,疟疾,343,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D037,Malaria,疟疾
2025-05-01,2025/05/01,2025 May,H7N9,人感染H7N9禽流感,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D015,H7N9,人感染H7N9禽流感
2025-05-01,2025/05/01,2025 May,COVID-19,新型冠状病毒感染,440662,7,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D004,COVID-19,新型冠状病毒感染
2025-05-01,2025/05/01,2025 May,Monkeypox,猴痘,112,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D065,Monkeypox,猴痘
2025-05-01,2025/05/01,2025 May,Influenza,流行性感冒,115573,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D038,Influenza,流行性感冒
2025-05-01,2025/05/01,2025 May,Mumps,流行性腮腺炎,8962,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D039,Mumps,流行性腮腺炎
2025-05-01,2025/05/01,2025 May,Rubella,风疹,66,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D040,Rubella,风疹
2025-05-01,2025/05/01,2025 May,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,2659,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2025-05-01,2025/05/01,2025 May,Leprosy,麻风病,31,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D042,Leprosy,麻风病
2025-05-01,2025/05/01,2025 May,Typhus,流行性和地方性斑疹伤寒,218,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D043,Typhus,流行性和地方性斑疹伤寒
2025-05-01,2025/05/01,2025 May,Kala-azar,黑热病,35,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D044,Kala-azar,黑热病
2025-05-01,2025/05/01,2025 May,Echinococcosis,包虫病,292,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D045,Echinococcosis,包虫病
2025-05-01,2025/05/01,2025 May,Filariasis,丝虫病,0,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D046,Filariasis,丝虫病
2025-05-01,2025/05/01,2025 May,Infectious Diarrhea,其他感染性腹泻病,179418,1,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D047,Infectious Diarrhea,其他感染性腹泻病
2025-05-01,2025/05/01,2025 May,Hand-Foot-Mouth Disease,手足口病,52036,0,-10,-10,全国,China,100000,,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html,National Disease Control and Prevention Administration,D048,Hand-Foot-Mouth Disease,手足口病
