Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2022-08-01,2022/08/01,2022 August,Cholera,霍乱,6.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D002,Cholera,霍乱
2022-08-01,2022/08/01,2022 August,Diphtheria,白喉,0.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D029,Diphtheria,白喉
2022-08-01,2022/08/01,2022 August,Neonatal Tetanus,新生儿破伤风,2.0,1.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2022-08-01,2022/08/01,2022 August,Scarlet fever,猩红热,940.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D031,Scarlet fever,猩红热
2022-08-01,2022/08/01,2022 August,Brucellosis,布鲁氏菌病,,1.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D032,Brucellosis,布鲁氏菌病
2022-08-01,2022/08/01,2022 August,Gonorrhea,淋病,,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D033,Gonorrhea,淋病
2022-08-01,2022/08/01,2022 August,Syphilis,梅毒,,4.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D034,Syphilis,梅毒
2022-08-01,2022/08/01,2022 August,Leptospirosis,钩端螺旋体病,48.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D035,Leptospirosis,钩端螺旋体病
2022-08-01,2022/08/01,2022 August,Schistosomiasis,血吸虫病,4.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D036,Schistosomiasis,血吸虫病
2022-08-01,2022/08/01,2022 August,Malaria,疟疾,217.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D037,Malaria,疟疾
2022-08-01,2022/08/01,2022 August,H7N9,人感染H7N9禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D015,H7N9,人感染H7N9禽流感
2022-08-01,2022/08/01,2022 August,COVID-19,新型冠状病毒感染,,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D004,COVID-19,新型冠状病毒感染
2022-08-01,2022/08/01,2022 August,Influenza,流行性感冒,,3.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D038,Influenza,流行性感冒
2022-08-01,2022/08/01,2022 August,Mumps,流行性腮腺炎,,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D039,Mumps,流行性腮腺炎
2022-08-01,2022/08/01,2022 August,Rubella,风疹,128.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D040,Rubella,风疹
2022-08-01,2022/08/01,2022 August,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2022-08-01,2022/08/01,2022 August,Leprosy,麻风病,32.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D042,Leprosy,麻风病
2022-08-01,2022/08/01,2022 August,Typhus,流行性和地方性斑疹伤寒,205.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D043,Typhus,流行性和地方性斑疹伤寒
2022-08-01,2022/08/01,2022 August,Kala-azar,黑热病,22.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D044,Kala-azar,黑热病
2022-08-01,2022/08/01,2022 August,Echinococcosis,包虫病,267.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D045,Echinococcosis,包虫病
2022-08-01,2022/08/01,2022 August,Filariasis,丝虫病,0.0,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D046,Filariasis,丝虫病
2022-08-01,2022/08/01,2022 August,Infectious Diarrhea,其他感染性腹泻病,,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D047,Infectious Diarrhea,其他感染性腹泻病
2022-08-01,2022/08/01,2022 August,Hand-Foot-Mouth Disease,手足口病,,0.0,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D048,Hand-Foot-Mouth Disease,手足口病
2022-08-01,2022/08/01,2022 August,Total,甲乙丙类传染病总计,,,-10,-10,全国,China,100000,pmid:36483988; pmc:PMC9709295; doi:10.46234/ccdcw2022.183,https://pmc.ncbi.nlm.nih.gov/articles/PMC9709295/,PubMed,D999,Total,甲乙丙类传染病总计
