Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2024-08-01,2024/08/01,2024 August,Cholera,霍乱,4.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D002,Cholera,霍乱
2024-08-01,2024/08/01,2024 August,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D014,H5N1,人感染高致病性禽流感
2024-08-01,2024/08/01,2024 August,Measles,麻疹,111.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D017,Measles,麻疹
2024-08-01,2024/08/01,2024 August,Hemorrhagic Fever,流行性出血热,202.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2024-08-01,2024/08/01,2024 August,Rabies,狂犬病,18.0,19.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D019,Rabies,狂犬病
2024-08-01,2024/08/01,2024 August,Japanese Encephalitis,流行性乙型脑炎,16.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2024-08-01,2024/08/01,2024 August,Dengue,登革热,,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D021,Dengue,登革热
2024-08-01,2024/08/01,2024 August,Anthrax,炭疽,91.0,1.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D023,Anthrax,炭疽
2024-08-01,2024/08/01,2024 August,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2024-08-01,2024/08/01,2024 August,Tuberculosis,肺结核,,289.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D025,Tuberculosis,肺结核
2024-08-01,2024/08/01,2024 August,Typhoid and Paratyphoid fever,伤寒和副伤寒,550.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2024-08-01,2024/08/01,2024 August,Meningococcal Meningitis,流行性脑脊髓膜炎,11.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2024-08-01,2024/08/01,2024 August,Pertussis,百日咳,,1.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D028,Pertussis,百日咳
2024-08-01,2024/08/01,2024 August,Diphtheria,白喉,0.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D029,Diphtheria,白喉
2024-08-01,2024/08/01,2024 August,Neonatal Tetanus,新生儿破伤风,2.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2024-08-01,2024/08/01,2024 August,Scarlet fever,猩红热,,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D031,Scarlet fever,猩红热
2024-08-01,2024/08/01,2024 August,Brucellosis,布鲁氏菌病,,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D032,Brucellosis,布鲁氏菌病
2024-08-01,2024/08/01,2024 August,Gonorrhea,淋病,,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D033,Gonorrhea,淋病
2024-08-01,2024/08/01,2024 August,Syphilis,梅毒,,3.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D034,Syphilis,梅毒
2024-08-01,2024/08/01,2024 August,Leptospirosis,钩端螺旋体病,91.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D035,Leptospirosis,钩端螺旋体病
2024-08-01,2024/08/01,2024 August,Schistosomiasis,血吸虫病,3.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D036,Schistosomiasis,血吸虫病
2024-08-01,2024/08/01,2024 August,Malaria,疟疾,279.0,1.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D037,Malaria,疟疾
2024-08-01,2024/08/01,2024 August,H7N9,人感染H7N9禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D015,H7N9,人感染H7N9禽流感
2024-08-01,2024/08/01,2024 August,SFTS,发热伴血小板减少综合征,48.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D057,SFTS,发热伴血小板减少综合征
2024-08-01,2024/08/01,2024 August,Influenza,流行性感冒,,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D038,Influenza,流行性感冒
2024-08-01,2024/08/01,2024 August,Mumps,流行性腮腺炎,,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D039,Mumps,流行性腮腺炎
2024-08-01,2024/08/01,2024 August,Rubella,风疹,70.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D040,Rubella,风疹
2024-08-01,2024/08/01,2024 August,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2024-08-01,2024/08/01,2024 August,Leprosy,麻风病,28.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D042,Leprosy,麻风病
2024-08-01,2024/08/01,2024 August,Typhus,流行性和地方性斑疹伤寒,207.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D043,Typhus,流行性和地方性斑疹伤寒
2024-08-01,2024/08/01,2024 August,Kala-azar,黑热病,34.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D044,Kala-azar,黑热病
2024-08-01,2024/08/01,2024 August,Echinococcosis,包虫病,335.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D045,Echinococcosis,包虫病
2024-08-01,2024/08/01,2024 August,Filariasis,丝虫病,0.0,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D046,Filariasis,丝虫病
2024-08-01,2024/08/01,2024 August,Infectious Diarrhea,其他感染性腹泻病,,1.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D047,Infectious Diarrhea,其他感染性腹泻病
2024-08-01,2024/08/01,2024 August,Hand-Foot-Mouth Disease,手足口病,,0.0,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D048,Hand-Foot-Mouth Disease,手足口病
2024-08-01,2024/08/01,2024 August,Total,甲乙丙类传染病总计,,,-10,-10,全国,China,100000,pmid:39507566; pmc:PMC11534578; doi:10.46234/ccdcw2024.230,https://pmc.ncbi.nlm.nih.gov/articles/PMC11534578/,PubMed,D999,Total,甲乙丙类传染病总计
