Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2022-03-01,2022/03/01,2022 March,Cholera,霍乱,1.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D002,Cholera,霍乱
2022-03-01,2022/03/01,2022 March,Anthrax,炭疽,15.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D023,Anthrax,炭疽
2022-03-01,2022/03/01,2022 March,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2022-03-01,2022/03/01,2022 March,Tuberculosis,肺结核,,312.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D025,Tuberculosis,肺结核
2022-03-01,2022/03/01,2022 March,Typhoid and Paratyphoid fever,伤寒和副伤寒,408.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2022-03-01,2022/03/01,2022 March,Meningococcal Meningitis,流行性脑脊髓膜炎,10.0,2.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2022-03-01,2022/03/01,2022 March,Pertussis,百日咳,,1.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D028,Pertussis,百日咳
2022-03-01,2022/03/01,2022 March,Diphtheria,白喉,0.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D029,Diphtheria,白喉
2022-03-01,2022/03/01,2022 March,Neonatal Tetanus,新生儿破伤风,1.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2022-03-01,2022/03/01,2022 March,Scarlet fever,猩红热,,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D031,Scarlet fever,猩红热
2022-03-01,2022/03/01,2022 March,Brucellosis,布鲁氏菌病,,1.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D032,Brucellosis,布鲁氏菌病
2022-03-01,2022/03/01,2022 March,Gonorrhea,淋病,,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D033,Gonorrhea,淋病
2022-03-01,2022/03/01,2022 March,Syphilis,梅毒,,6.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D034,Syphilis,梅毒
2022-03-01,2022/03/01,2022 March,Leptospirosis,钩端螺旋体病,5.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D035,Leptospirosis,钩端螺旋体病
2022-03-01,2022/03/01,2022 March,Schistosomiasis,血吸虫病,5.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D036,Schistosomiasis,血吸虫病
2022-03-01,2022/03/01,2022 March,Malaria,疟疾,31.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D037,Malaria,疟疾
2022-03-01,2022/03/01,2022 March,H7N9,人感染H7N9禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D015,H7N9,人感染H7N9禽流感
2022-03-01,2022/03/01,2022 March,COVID-19,新型冠状病毒感染,,2.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D004,COVID-19,新型冠状病毒感染
2022-03-01,2022/03/01,2022 March,Influenza,流行性感冒,,1.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D038,Influenza,流行性感冒
2022-03-01,2022/03/01,2022 March,Mumps,流行性腮腺炎,,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D039,Mumps,流行性腮腺炎
2022-03-01,2022/03/01,2022 March,Rubella,风疹,98.0,1.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D040,Rubella,风疹
2022-03-01,2022/03/01,2022 March,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2022-03-01,2022/03/01,2022 March,Leprosy,麻风病,35.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D042,Leprosy,麻风病
2022-03-01,2022/03/01,2022 March,Typhus,流行性和地方性斑疹伤寒,36.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D043,Typhus,流行性和地方性斑疹伤寒
2022-03-01,2022/03/01,2022 March,Kala-azar,黑热病,30.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D044,Kala-azar,黑热病
2022-03-01,2022/03/01,2022 March,Echinococcosis,包虫病,338.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D045,Echinococcosis,包虫病
2022-03-01,2022/03/01,2022 March,Filariasis,丝虫病,0.0,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D046,Filariasis,丝虫病
2022-03-01,2022/03/01,2022 March,Infectious Diarrhea,其他感染性腹泻病,,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D047,Infectious Diarrhea,其他感染性腹泻病
2022-03-01,2022/03/01,2022 March,Hand-Foot-Mouth Disease,手足口病,,0.0,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D048,Hand-Foot-Mouth Disease,手足口病
2022-03-01,2022/03/01,2022 March,Total,甲乙丙类传染病总计,,,-10,-10,全国,China,100000,pmid:35812698; pmc:PMC9257689; doi:10.46234/ccdcw2022.082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9257689/,PubMed,D999,Total,甲乙丙类传染病总计
