Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2024-07-01,2024/07/01,2024 July,Cholera,霍乱,5.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D002,Cholera,霍乱
2024-07-01,2024/07/01,2024 July,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D014,H5N1,人感染高致病性禽流感
2024-07-01,2024/07/01,2024 July,Measles,麻疹,171.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D017,Measles,麻疹
2024-07-01,2024/07/01,2024 July,Hemorrhagic Fever,流行性出血热,313.0,1.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2024-07-01,2024/07/01,2024 July,Rabies,狂犬病,16.0,11.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D019,Rabies,狂犬病
2024-07-01,2024/07/01,2024 July,Japanese Encephalitis,流行性乙型脑炎,10.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2024-07-01,2024/07/01,2024 July,Dengue,登革热,554.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D021,Dengue,登革热
2024-07-01,2024/07/01,2024 July,Anthrax,炭疽,56.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D023,Anthrax,炭疽
2024-07-01,2024/07/01,2024 July,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2024-07-01,2024/07/01,2024 July,Tuberculosis,肺结核,,346.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D025,Tuberculosis,肺结核
2024-07-01,2024/07/01,2024 July,Typhoid and Paratyphoid fever,伤寒和副伤寒,557.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2024-07-01,2024/07/01,2024 July,Meningococcal Meningitis,流行性脑脊髓膜炎,9.0,2.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2024-07-01,2024/07/01,2024 July,Pertussis,百日咳,,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D028,Pertussis,百日咳
2024-07-01,2024/07/01,2024 July,Diphtheria,白喉,0.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D029,Diphtheria,白喉
2024-07-01,2024/07/01,2024 July,Neonatal Tetanus,新生儿破伤风,2.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2024-07-01,2024/07/01,2024 July,Scarlet fever,猩红热,,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D031,Scarlet fever,猩红热
2024-07-01,2024/07/01,2024 July,Brucellosis,布鲁氏菌病,,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D032,Brucellosis,布鲁氏菌病
2024-07-01,2024/07/01,2024 July,Gonorrhea,淋病,,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D033,Gonorrhea,淋病
2024-07-01,2024/07/01,2024 July,Syphilis,梅毒,,5.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D034,Syphilis,梅毒
2024-07-01,2024/07/01,2024 July,Leptospirosis,钩端螺旋体病,37.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D035,Leptospirosis,钩端螺旋体病
2024-07-01,2024/07/01,2024 July,Schistosomiasis,血吸虫病,1.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D036,Schistosomiasis,血吸虫病
2024-07-01,2024/07/01,2024 July,Malaria,疟疾,306.0,2.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D037,Malaria,疟疾
2024-07-01,2024/07/01,2024 July,H7N9,人感染H7N9禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D015,H7N9,人感染H7N9禽流感
2024-07-01,2024/07/01,2024 July,SFTS,发热伴血小板减少综合征,39.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D057,SFTS,发热伴血小板减少综合征
2024-07-01,2024/07/01,2024 July,Influenza,流行性感冒,,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D038,Influenza,流行性感冒
2024-07-01,2024/07/01,2024 July,Mumps,流行性腮腺炎,,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D039,Mumps,流行性腮腺炎
2024-07-01,2024/07/01,2024 July,Rubella,风疹,64.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D040,Rubella,风疹
2024-07-01,2024/07/01,2024 July,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2024-07-01,2024/07/01,2024 July,Leprosy,麻风病,21.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D042,Leprosy,麻风病
2024-07-01,2024/07/01,2024 July,Typhus,流行性和地方性斑疹伤寒,179.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D043,Typhus,流行性和地方性斑疹伤寒
2024-07-01,2024/07/01,2024 July,Kala-azar,黑热病,27.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D044,Kala-azar,黑热病
2024-07-01,2024/07/01,2024 July,Echinococcosis,包虫病,461.0,5.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D045,Echinococcosis,包虫病
2024-07-01,2024/07/01,2024 July,Filariasis,丝虫病,0.0,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D046,Filariasis,丝虫病
2024-07-01,2024/07/01,2024 July,Infectious Diarrhea,其他感染性腹泻病,,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D047,Infectious Diarrhea,其他感染性腹泻病
2024-07-01,2024/07/01,2024 July,Hand-Foot-Mouth Disease,手足口病,,0.0,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D048,Hand-Foot-Mouth Disease,手足口病
2024-07-01,2024/07/01,2024 July,Total,甲乙丙类传染病总计,,,-10,-10,全国,China,100000,pmid:39345839; pmc:PMC11427328; doi:10.46234/ccdcw2024.206,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427328/,PubMed,D999,Total,甲乙丙类传染病总计
