Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2022-07-01,2022/07/01,2022 July,Cholera,霍乱,10.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D002,Cholera,霍乱
2022-07-01,2022/07/01,2022 July,H5N1,人感染高致病性禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D014,H5N1,人感染高致病性禽流感
2022-07-01,2022/07/01,2022 July,Measles,麻疹,92.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D017,Measles,麻疹
2022-07-01,2022/07/01,2022 July,Hemorrhagic Fever,流行性出血热,404.0,3.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D018,Hemorrhagic Fever,流行性出血热
2022-07-01,2022/07/01,2022 July,Rabies,狂犬病,17.0,12.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D019,Rabies,狂犬病
2022-07-01,2022/07/01,2022 July,Japanese Encephalitis,流行性乙型脑炎,13.0,1.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D020,Japanese Encephalitis,流行性乙型脑炎
2022-07-01,2022/07/01,2022 July,Dengue,登革热,3.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D021,Dengue,登革热
2022-07-01,2022/07/01,2022 July,Anthrax,炭疽,64.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D023,Anthrax,炭疽
2022-07-01,2022/07/01,2022 July,Dysentery,细菌性和阿米巴性痢疾,,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D024,Dysentery,细菌性和阿米巴性痢疾
2022-07-01,2022/07/01,2022 July,Tuberculosis,肺结核,,367.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D025,Tuberculosis,肺结核
2022-07-01,2022/07/01,2022 July,Typhoid and Paratyphoid fever,伤寒和副伤寒,741.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D026,Typhoid and Paratyphoid fever,伤寒和副伤寒
2022-07-01,2022/07/01,2022 July,Meningococcal Meningitis,流行性脑脊髓膜炎,5.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D027,Meningococcal Meningitis,流行性脑脊髓膜炎
2022-07-01,2022/07/01,2022 July,Pertussis,百日咳,,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D028,Pertussis,百日咳
2022-07-01,2022/07/01,2022 July,Diphtheria,白喉,1.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D029,Diphtheria,白喉
2022-07-01,2022/07/01,2022 July,Neonatal Tetanus,新生儿破伤风,2.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2022-07-01,2022/07/01,2022 July,Scarlet fever,猩红热,,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D031,Scarlet fever,猩红热
2022-07-01,2022/07/01,2022 July,Brucellosis,布鲁氏菌病,,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D032,Brucellosis,布鲁氏菌病
2022-07-01,2022/07/01,2022 July,Gonorrhea,淋病,,1.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D033,Gonorrhea,淋病
2022-07-01,2022/07/01,2022 July,Syphilis,梅毒,,6.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D034,Syphilis,梅毒
2022-07-01,2022/07/01,2022 July,Leptospirosis,钩端螺旋体病,24.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D035,Leptospirosis,钩端螺旋体病
2022-07-01,2022/07/01,2022 July,Schistosomiasis,血吸虫病,6.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D036,Schistosomiasis,血吸虫病
2022-07-01,2022/07/01,2022 July,Malaria,疟疾,79.0,1.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D037,Malaria,疟疾
2022-07-01,2022/07/01,2022 July,H7N9,人感染H7N9禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D015,H7N9,人感染H7N9禽流感
2022-07-01,2022/07/01,2022 July,COVID-19,新型冠状病毒感染,,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D004,COVID-19,新型冠状病毒感染
2022-07-01,2022/07/01,2022 July,Influenza,流行性感冒,,4.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D038,Influenza,流行性感冒
2022-07-01,2022/07/01,2022 July,Mumps,流行性腮腺炎,,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D039,Mumps,流行性腮腺炎
2022-07-01,2022/07/01,2022 July,Rubella,风疹,106.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D040,Rubella,风疹
2022-07-01,2022/07/01,2022 July,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2022-07-01,2022/07/01,2022 July,Leprosy,麻风病,35.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D042,Leprosy,麻风病
2022-07-01,2022/07/01,2022 July,Typhus,流行性和地方性斑疹伤寒,179.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D043,Typhus,流行性和地方性斑疹伤寒
2022-07-01,2022/07/01,2022 July,Kala-azar,黑热病,29.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D044,Kala-azar,黑热病
2022-07-01,2022/07/01,2022 July,Echinococcosis,包虫病,316.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D045,Echinococcosis,包虫病
2022-07-01,2022/07/01,2022 July,Filariasis,丝虫病,0.0,0.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D046,Filariasis,丝虫病
2022-07-01,2022/07/01,2022 July,Infectious Diarrhea,其他感染性腹泻病,,1.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D047,Infectious Diarrhea,其他感染性腹泻病
2022-07-01,2022/07/01,2022 July,Hand-Foot-Mouth Disease,手足口病,,2.0,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D048,Hand-Foot-Mouth Disease,手足口病
2022-07-01,2022/07/01,2022 July,Total,甲乙丙类传染病总计,,,-10,-10,全国,China,100000,pmid:36483792; pmc:PMC9713578; doi:10.46234/ccdcw2022.158,https://pmc.ncbi.nlm.nih.gov/articles/PMC9713578/,PubMed,D999,Total,甲乙丙类传染病总计
