Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2021-10-01,2021/10/01,2021 October,Cholera,霍乱,2.0,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D002,Cholera,霍乱
2021-10-01,2021/10/01,2021 October,Diphtheria,白喉,0.0,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D029,Diphtheria,白喉
2021-10-01,2021/10/01,2021 October,Neonatal Tetanus,新生儿破伤风,3.0,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2021-10-01,2021/10/01,2021 October,Scarlet fever,猩红热,,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D031,Scarlet fever,猩红热
2021-10-01,2021/10/01,2021 October,Brucellosis,布鲁氏菌病,,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D032,Brucellosis,布鲁氏菌病
2021-10-01,2021/10/01,2021 October,Gonorrhea,淋病,,1.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D033,Gonorrhea,淋病
2021-10-01,2021/10/01,2021 October,Syphilis,梅毒,,2.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D034,Syphilis,梅毒
2021-10-01,2021/10/01,2021 October,Leptospirosis,钩端螺旋体病,81.0,1.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D035,Leptospirosis,钩端螺旋体病
2021-10-01,2021/10/01,2021 October,Schistosomiasis,血吸虫病,6.0,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D036,Schistosomiasis,血吸虫病
2021-10-01,2021/10/01,2021 October,Malaria,疟疾,46.0,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D037,Malaria,疟疾
2021-10-01,2021/10/01,2021 October,H7N9,人感染H7N9禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D015,H7N9,人感染H7N9禽流感
2021-10-01,2021/10/01,2021 October,COVID-19,新型冠状病毒感染,,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D004,COVID-19,新型冠状病毒感染
2021-10-01,2021/10/01,2021 October,Influenza,流行性感冒,,1.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D038,Influenza,流行性感冒
2021-10-01,2021/10/01,2021 October,Mumps,流行性腮腺炎,,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D039,Mumps,流行性腮腺炎
2021-10-01,2021/10/01,2021 October,Rubella,风疹,101.0,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D040,Rubella,风疹
2021-10-01,2021/10/01,2021 October,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2021-10-01,2021/10/01,2021 October,Leprosy,麻风病,21.0,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D042,Leprosy,麻风病
2021-10-01,2021/10/01,2021 October,Typhus,流行性和地方性斑疹伤寒,190.0,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D043,Typhus,流行性和地方性斑疹伤寒
2021-10-01,2021/10/01,2021 October,Kala-azar,黑热病,11.0,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D044,Kala-azar,黑热病
2021-10-01,2021/10/01,2021 October,Echinococcosis,包虫病,207.0,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D045,Echinococcosis,包虫病
2021-10-01,2021/10/01,2021 October,Filariasis,丝虫病,0.0,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D046,Filariasis,丝虫病
2021-10-01,2021/10/01,2021 October,Infectious Diarrhea,其他感染性腹泻病,,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D047,Infectious Diarrhea,其他感染性腹泻病
2021-10-01,2021/10/01,2021 October,Hand-Foot-Mouth Disease,手足口病,,0.0,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D048,Hand-Foot-Mouth Disease,手足口病
2021-10-01,2021/10/01,2021 October,Total,甲乙丙类传染病总计,,,-10,-10,全国,China,100000,pmid:34938589; pmc:PMC8688750; doi:10.46234/ccdcw2021.257,https://pmc.ncbi.nlm.nih.gov/articles/PMC8688750/,PubMed,D999,Total,甲乙丙类传染病总计
