Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2022-06-01,2022/06/01,2022 June,Cholera,霍乱,6.0,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D002,Cholera,霍乱
2022-06-01,2022/06/01,2022 June,Gonorrhea,淋病,,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D033,Gonorrhea,淋病
2022-06-01,2022/06/01,2022 June,Syphilis,梅毒,,4.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D034,Syphilis,梅毒
2022-06-01,2022/06/01,2022 June,Leptospirosis,钩端螺旋体病,12.0,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D035,Leptospirosis,钩端螺旋体病
2022-06-01,2022/06/01,2022 June,Schistosomiasis,血吸虫病,5.0,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D036,Schistosomiasis,血吸虫病
2022-06-01,2022/06/01,2022 June,Malaria,疟疾,62.0,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D037,Malaria,疟疾
2022-06-01,2022/06/01,2022 June,H7N9,人感染H7N9禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D015,H7N9,人感染H7N9禽流感
2022-06-01,2022/06/01,2022 June,COVID-19,新型冠状病毒感染,,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D004,COVID-19,新型冠状病毒感染
2022-06-01,2022/06/01,2022 June,Influenza,流行性感冒,,4.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D038,Influenza,流行性感冒
2022-06-01,2022/06/01,2022 June,Mumps,流行性腮腺炎,,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D039,Mumps,流行性腮腺炎
2022-06-01,2022/06/01,2022 June,Rubella,风疹,167.0,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D040,Rubella,风疹
2022-06-01,2022/06/01,2022 June,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2022-06-01,2022/06/01,2022 June,Leprosy,麻风病,37.0,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D042,Leprosy,麻风病
2022-06-01,2022/06/01,2022 June,Typhus,流行性和地方性斑疹伤寒,124.0,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D043,Typhus,流行性和地方性斑疹伤寒
2022-06-01,2022/06/01,2022 June,Kala-azar,黑热病,20.0,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D044,Kala-azar,黑热病
2022-06-01,2022/06/01,2022 June,Echinococcosis,包虫病,250.0,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D045,Echinococcosis,包虫病
2022-06-01,2022/06/01,2022 June,Filariasis,丝虫病,0.0,0.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D046,Filariasis,丝虫病
2022-06-01,2022/06/01,2022 June,Infectious Diarrhea,其他感染性腹泻病,,1.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D047,Infectious Diarrhea,其他感染性腹泻病
2022-06-01,2022/06/01,2022 June,Hand-Foot-Mouth Disease,手足口病,,1.0,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D048,Hand-Foot-Mouth Disease,手足口病
2022-06-01,2022/06/01,2022 June,Total,甲乙丙类传染病总计,,,-10,-10,全国,China,100000,pmid:36285281; pmc:PMC9547732; doi:10.46234/ccdcw2022.157,https://pmc.ncbi.nlm.nih.gov/articles/PMC9547732/,PubMed,D999,Total,甲乙丙类传染病总计
