Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source,disease_id,standard_name_en,standard_name_zh
2023-07-01,2023/07/01,2023 July,Cholera,霍乱,4.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D002,Cholera,霍乱
2023-07-01,2023/07/01,2023 July,Neonatal Tetanus,新生儿破伤风,2.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D030,Neonatal Tetanus,新生儿破伤风
2023-07-01,2023/07/01,2023 July,Scarlet fever,猩红热,,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D031,Scarlet fever,猩红热
2023-07-01,2023/07/01,2023 July,Brucellosis,布鲁氏菌病,,1.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D032,Brucellosis,布鲁氏菌病
2023-07-01,2023/07/01,2023 July,Gonorrhea,淋病,,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D033,Gonorrhea,淋病
2023-07-01,2023/07/01,2023 July,Syphilis,梅毒,,2.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D034,Syphilis,梅毒
2023-07-01,2023/07/01,2023 July,Leptospirosis,钩端螺旋体病,25.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D035,Leptospirosis,钩端螺旋体病
2023-07-01,2023/07/01,2023 July,Schistosomiasis,血吸虫病,5.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D036,Schistosomiasis,血吸虫病
2023-07-01,2023/07/01,2023 July,Malaria,疟疾,289.0,1.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D037,Malaria,疟疾
2023-07-01,2023/07/01,2023 July,H7N9,人感染H7N9禽流感,0.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D015,H7N9,人感染H7N9禽流感
2023-07-01,2023/07/01,2023 July,Influenza,流行性感冒,,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D038,Influenza,流行性感冒
2023-07-01,2023/07/01,2023 July,Mumps,流行性腮腺炎,,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D039,Mumps,流行性腮腺炎
2023-07-01,2023/07/01,2023 July,Rubella,风疹,99.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D040,Rubella,风疹
2023-07-01,2023/07/01,2023 July,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎,,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D041,Acute Hemorrhagic Conjunctivitis,急性出血性结膜炎
2023-07-01,2023/07/01,2023 July,Leprosy,麻风病,36.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D042,Leprosy,麻风病
2023-07-01,2023/07/01,2023 July,Typhus,流行性和地方性斑疹伤寒,169.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D043,Typhus,流行性和地方性斑疹伤寒
2023-07-01,2023/07/01,2023 July,Kala-azar,黑热病,30.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D044,Kala-azar,黑热病
2023-07-01,2023/07/01,2023 July,Echinococcosis,包虫病,342.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D045,Echinococcosis,包虫病
2023-07-01,2023/07/01,2023 July,Filariasis,丝虫病,0.0,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D046,Filariasis,丝虫病
2023-07-01,2023/07/01,2023 July,Infectious Diarrhea,其他感染性腹泻病,,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D047,Infectious Diarrhea,其他感染性腹泻病
2023-07-01,2023/07/01,2023 July,Hand-Foot-Mouth Disease,手足口病,,0.0,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D048,Hand-Foot-Mouth Disease,手足口病
2023-07-01,2023/07/01,2023 July,Total,甲乙丙类传染病总计,,,-10,-10,全国,China,100000,pmid:38025511; pmc:PMC10652080; doi:10.46234/ccdcw2023.150,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652080/,PubMed,D999,Total,甲乙丙类传染病总计
